Sample in Buffer,Sample in Window,TRIGGER,cos_500kHz[15:0],cos_1MHz[15:0],cos_2MHz[15:0],cos_2_8MHz_wc[15:0],outputCos[17:0],filteredCos[18:0]
4953,4953,0,-11596,-8189,-8196,-31744,-21445,14094
4954,4954,0,-14197,3,-16385,2048,-49484,6971
4955,4955,0,-15830,8197,-8191,32256,-16245,-6272
4956,4956,0,-16385,14193,8193,5120,18476,-9550
4957,4957,0,-15826,16384,16384,-31232,-2121,-3738
4958,4958,0,-14189,14183,8188,-11264,-34770,-3801
4959,4959,0,-11584,8182,-8196,28928,-16315,-12019
4960,4960,0,-8189,-13,-16385,17664,19386,-14596
4961,4961,0,-4238,-8205,-8191,-25088,5371,-7925
4962,4962,0,3,-14197,8193,-22528,-35477,-5592
4963,4963,0,4245,-16385,16384,20736,-27576,-13763
4964,4964,0,8197,-14189,8188,27136,20884,-18937
4965,4965,0,11589,-8189,-8196,-14848,30285,-11349
4966,4966,0,14193,3,-16385,-29952,-9403,-2360
4967,4967,0,15827,8197,-8191,8192,-19855,-4416
4968,4968,0,16384,14193,8193,31744,26069,-8828
4969,4969,0,15823,16384,16384,-2048,57272,-1208
4970,4970,0,14183,14183,8188,-32256,26063,13261
4971,4971,0,11578,8182,-8196,-5120,-8935,18119
4972,4972,0,8182,-13,-16385,31232,8500,13620
4973,4973,0,4230,-8205,-8191,11264,35310,14042
4974,4974,0,-13,-14197,8193,-28928,9343,21114
4975,4975,0,-4254,-16385,16384,-17664,-33992,20810
4976,4976,0,-8205,-14189,8188,25088,-26015,9710
4977,4977,0,-11596,-8189,-8196,22528,11835,1992
4978,4978,0,-14197,3,-16385,-20736,4788,4701
4979,4979,0,-15830,8197,-8191,-27136,-39029,5310
4980,4980,0,-16385,14193,8193,14848,-40916,-5111
4981,4981,0,-15826,16384,16384,29952,7607,-14702
4982,4982,0,-14189,14183,8188,-8192,26414,-10963
4983,4983,0,-11584,8182,-8196,-31744,-13243,-2990
4984,4984,0,-8189,-13,-16385,2048,-41286,-5927
4985,4985,0,-4238,-8205,-8191,32256,-10245,-15508
4986,4986,0,3,-14197,8193,5120,21867,-16131
4987,4987,0,4245,-16385,16384,-31232,72,-8648
4988,4988,0,8197,-14189,8188,-11264,-31084,-7549
4989,4989,0,11589,-8189,-8196,28928,-8115,-14377
4990,4990,0,14193,3,-16385,17664,34373,-14609
4991,4991,0,15827,8197,-8191,-25088,27761,-4190
4992,4992,0,16384,14193,8193,-22528,-7211,3274
4993,4993,0,15823,16384,16384,20736,3000,1062
4994,4994,0,14183,14183,8188,27136,48847,1679
4995,4995,0,11578,8182,-8196,-14848,50457,13680
4996,4996,0,8182,-13,-16385,-29952,-1228,24584
4997,4997,0,4230,-8205,-8191,8192,-25874,21204
4998,4998,0,-13,-14197,8193,31744,6271,12085
4999,4999,0,-4254,-16385,16384,-2048,26680,12142
5000,5000,0,-8205,-14189,8188,-32256,-10399,17294
5001,5001,0,-11596,-8189,-8196,-5120,-45509,12532
5002,5002,0,-14197,3,-16385,31232,-22860,-412
5003,5003,0,-15830,8197,-8191,11264,12939,-6076
5004,5004,0,-16385,14193,8193,-28928,-2516,-2082
5005,5005,0,-15826,16384,16384,-17664,-36169,-2451
5006,5006,0,-14189,14183,8188,25088,-21202,-11187
5007,5007,0,-11584,8182,-8196,22528,20037,-15090
5008,5008,0,-8189,-13,-16385,-20736,12986,-8195
5009,5009,0,-4238,-8205,-8191,-27136,-33029,-3925
5010,5010,0,3,-14197,8193,14848,-37525,-11692
5011,5011,0,4245,-16385,16384,29952,9800,-19612
5012,5012,0,8197,-14189,8188,-8192,30100,-14711
5013,5013,0,11589,-8189,-8196,-31744,-5043,-5348
5014,5014,0,14193,3,-16385,2048,-26299,-5941
5015,5015,0,15827,8197,-8191,32256,12145,-11774
5016,5016,0,16384,14193,8193,5120,50133,-7266
5017,5017,0,15823,16384,16384,-31232,30648,6175
5018,5018,0,14183,14183,8188,-11264,-3121,13065
5019,5019,0,11578,8182,-8196,28928,12057,10651
5020,5020,0,8182,-13,-16385,17664,42548,12333
5021,5021,0,4230,-8205,-8191,-25088,21742,21428
5022,5022,0,-13,-14197,8193,-22528,-27009,24185
5023,5023,0,-4254,-16385,16384,20736,-27592,14409
5024,5024,0,-8205,-14189,8188,27136,12385,5709
5025,5025,0,-11596,-8189,-8196,-14848,13883,8091
5026,5026,0,-14197,3,-16385,-29952,-32588,10550
5027,5027,0,-15830,8197,-8191,8192,-48245,1084
5028,5028,0,-16385,14193,8193,31744,-5588,-11113
5029,5029,0,-15826,16384,16384,-2048,24503,-11121
5030,5030,0,-14189,14183,8188,-32256,-5586,-3606
5031,5031,0,-11584,8182,-8196,-5120,-37307,-4552
5032,5032,0,-8189,-13,-16385,31232,-14662,-13310
5033,5033,0,-4238,-8205,-8191,11264,18939,-15312
5034,5034,0,3,-14197,8193,-28928,875,-8664
5035,5035,0,4245,-16385,16384,-17664,-33976,-7363
5036,5036,0,8197,-14189,8188,25088,-17516,-14937
5037,5037,0,11589,-8189,-8196,22528,28237,-17449
5038,5038,0,14193,3,-16385,-20736,27973,-8209
5039,5039,0,15827,8197,-8191,-27136,-10639,-190
5040,5040,0,16384,14193,8193,14848,-9259,-2826
5041,5041,0,15823,16384,16384,29952,40376,-4788
5042,5042,0,14183,14183,8188,-8192,58063,5904
5043,5043,0,11578,8182,-8196,-31744,15129,19681
5044,5044,0,8182,-13,-16385,2048,-18124,21003
5045,5045,0,4230,-8205,-8191,32256,6126,13846
5046,5046,0,-13,-14197,8193,5120,30335,13646
5047,5047,0,-4254,-16385,16384,-31232,56,19524
5048,5048,0,-8205,-14189,8188,-11264,-39583,17097
5049,5049,0,-11596,-8189,-8196,28928,-24517,5064
5050,5050,0,-14197,3,-16385,17664,11188,-1699
5051,5051,0,-15830,8197,-8191,-25088,-629,1310
5052,5052,0,-16385,14193,8193,-22528,-38868,989
5053,5053,0,-15826,16384,16384,20736,-29769,-8852
5054,5054,0,-14189,14183,8188,27136,17198,-15188
5055,5055,0,-11584,8182,-8196,-14848,22085,-8990
5056,5056,0,-8189,-13,-16385,-29952,-24390,-2345
5057,5057,0,-4238,-8205,-8191,8192,-42245,-8150
5058,5058,0,3,-14197,8193,31744,-2197,-17693
5059,5059,0,4245,-16385,16384,-2048,26696,-16031
5060,5060,0,8197,-14189,8188,-32256,-1900,-7354
5061,5061,0,11589,-8189,-8196,-5120,-29107,-6910
5062,5062,0,14193,3,-16385,31232,325,-13323
5063,5063,0,15827,8197,-8191,11264,41329,-11577
5064,5064,0,16384,14193,8193,-28928,29141,202
5065,5065,0,15823,16384,16384,-17664,-3400,7462
5066,5066,0,14183,14183,8188,25088,10447,5679
5067,5067,0,11578,8182,-8196,22528,48409,7580
5068,5068,0,8182,-13,-16385,-20736,36148,18734
5069,5069,0,4230,-8205,-8191,-27136,-16658,25429
5070,5070,0,-13,-14197,8193,14848,-29057,18085
5071,5071,0,-4254,-16385,16384,29952,9784,8560
5072,5072,0,-8205,-14189,8188,-8192,21601,9936
5073,5073,0,-11596,-8189,-8196,-31744,-21445,14094
5074,5074,0,-14197,3,-16385,2048,-49484,6971
5075,5075,0,-15830,8197,-8191,32256,-16245,-6272
5076,5076,0,-16385,14193,8193,5120,18476,-9550
5077,5077,0,-15826,16384,16384,-31232,-2121,-3738
5078,5078,0,-14189,14183,8188,-11264,-34770,-3801
5079,5079,0,-11584,8182,-8196,28928,-16315,-12019
5080,5080,0,-8189,-13,-16385,17664,19386,-14596
5081,5081,0,-4238,-8205,-8191,-25088,5371,-7925
5082,5082,0,3,-14197,8193,-22528,-35477,-5592
5083,5083,0,4245,-16385,16384,20736,-27576,-13763
5084,5084,0,8197,-14189,8188,27136,20884,-18937
5085,5085,0,11589,-8189,-8196,-14848,30285,-11349
5086,5086,0,14193,3,-16385,-29952,-9403,-2360
5087,5087,0,15827,8197,-8191,8192,-19855,-4416
5088,5088,0,16384,14193,8193,31744,26069,-8828
5089,5089,0,15823,16384,16384,-2048,57272,-1208
5090,5090,0,14183,14183,8188,-32256,26063,13261
5091,5091,0,11578,8182,-8196,-5120,-8935,18119
5092,5092,0,8182,-13,-16385,31232,8500,13620
5093,5093,0,4230,-8205,-8191,11264,35310,14042
5094,5094,0,-13,-14197,8193,-28928,9343,21114
5095,5095,0,-4254,-16385,16384,-17664,-33992,20810
5096,5096,0,-8205,-14189,8188,25088,-26015,9710
5097,5097,0,-11596,-8189,-8196,22528,11835,1992
5098,5098,0,-14197,3,-16385,-20736,4788,4701
5099,5099,0,-15830,8197,-8191,-27136,-39029,5310
5100,5100,0,-16385,14193,8193,14848,-40916,-5111
5101,5101,0,-15826,16384,16384,29952,7607,-14702
5102,5102,0,-14189,14183,8188,-8192,26414,-10963
5103,5103,0,-11584,8182,-8196,-31744,-13243,-2990
5104,5104,0,-8189,-13,-16385,2048,-41286,-5927
5105,5105,0,-4238,-8205,-8191,32256,-10245,-15508
5106,5106,0,3,-14197,8193,5120,21867,-16131
5107,5107,0,4245,-16385,16384,-31232,72,-8648
5108,5108,0,8197,-14189,8188,-11264,-31084,-7549
5109,5109,0,11589,-8189,-8196,28928,-8115,-14377
5110,5110,0,14193,3,-16385,17664,34373,-14609
5111,5111,0,15827,8197,-8191,-25088,27761,-4190
5112,5112,0,16384,14193,8193,-22528,-7211,3274
5113,5113,0,15823,16384,16384,20736,3000,1062
5114,5114,0,14183,14183,8188,27136,48847,1679
5115,5115,0,11578,8182,-8196,-14848,50457,13680
5116,5116,0,8182,-13,-16385,-29952,-1228,24584
5117,5117,0,4230,-8205,-8191,8192,-25874,21204
5118,5118,0,-13,-14197,8193,31744,6271,12085
5119,5119,0,-4254,-16385,16384,-2048,26680,12142
5120,5120,0,-8205,-14189,8188,-32256,-10399,17294
5121,5121,0,-11596,-8189,-8196,-5120,-45509,12532
5122,5122,0,-14197,3,-16385,31232,-22860,-412
5123,5123,0,-15830,8197,-8191,11264,12939,-6076
5124,5124,0,-16385,14193,8193,-28928,-2516,-2082
5125,5125,0,-15826,16384,16384,-17664,-36169,-2451
5126,5126,0,-14189,14183,8188,25088,-21202,-11187
5127,5127,0,-11584,8182,-8196,22528,20037,-15090
5128,5128,0,-8189,-13,-16385,-20736,12986,-8195
5129,5129,0,-4238,-8205,-8191,-27136,-33029,-3925
5130,5130,0,3,-14197,8193,14848,-37525,-11692
5131,5131,0,4245,-16385,16384,29952,9800,-19612
5132,5132,0,8197,-14189,8188,-8192,30100,-14711
5133,5133,0,11589,-8189,-8196,-31744,-5043,-5348
5134,5134,0,14193,3,-16385,2048,-26299,-5941
5135,5135,0,15827,8197,-8191,32256,12145,-11774
5136,5136,0,16384,14193,8193,5120,50133,-7266
5137,5137,0,15823,16384,16384,-31232,30648,6175
5138,5138,0,14183,14183,8188,-11264,-3121,13065
5139,5139,0,11578,8182,-8196,28928,12057,10651
5140,5140,0,8182,-13,-16385,17664,42548,12333
5141,5141,0,4230,-8205,-8191,-25088,21742,21428
5142,5142,0,-13,-14197,8193,-22528,-27009,24185
5143,5143,0,-4254,-16385,16384,20736,-27592,14409
5144,5144,0,-8205,-14189,8188,27136,12385,5709
5145,5145,0,-11596,-8189,-8196,-14848,13883,8091
5146,5146,0,-14197,3,-16385,-29952,-32588,10550
5147,5147,0,-15830,8197,-8191,8192,-48245,1084
5148,5148,0,-16385,14193,8193,31744,-5588,-11113
5149,5149,0,-15826,16384,16384,-2048,24503,-11121
5150,5150,0,-14189,14183,8188,-32256,-5586,-3606
5151,5151,0,-11584,8182,-8196,-5120,-37307,-4552
5152,5152,0,-8189,-13,-16385,31232,-14662,-13310
5153,5153,0,-4238,-8205,-8191,11264,18939,-15312
5154,5154,0,3,-14197,8193,-28928,875,-8664
5155,5155,0,4245,-16385,16384,-17664,-33976,-7363
5156,5156,0,8197,-14189,8188,25088,-17516,-14937
5157,5157,0,11589,-8189,-8196,22528,28237,-17449
5158,5158,0,14193,3,-16385,-20736,27973,-8209
5159,5159,0,15827,8197,-8191,-27136,-10639,-190
5160,5160,0,16384,14193,8193,14848,-9259,-2826
5161,5161,0,15823,16384,16384,29952,40376,-4788
5162,5162,0,14183,14183,8188,-8192,58063,5904
5163,5163,0,11578,8182,-8196,-31744,15129,19681
5164,5164,0,8182,-13,-16385,2048,-18124,21003
5165,5165,0,4230,-8205,-8191,32256,6126,13846
5166,5166,0,-13,-14197,8193,5120,30335,13646
5167,5167,0,-4254,-16385,16384,-31232,56,19524
5168,5168,0,-8205,-14189,8188,-11264,-39583,17097
5169,5169,0,-11596,-8189,-8196,28928,-24517,5064
5170,5170,0,-14197,3,-16385,17664,11188,-1699
5171,5171,0,-15830,8197,-8191,-25088,-629,1310
5172,5172,0,-16385,14193,8193,-22528,-38868,989
5173,5173,0,-15826,16384,16384,20736,-29769,-8852
5174,5174,0,-14189,14183,8188,27136,17198,-15188
5175,5175,0,-11584,8182,-8196,-14848,22085,-8990
5176,5176,0,-8189,-13,-16385,-29952,-24390,-2345
5177,5177,0,-4238,-8205,-8191,8192,-42245,-8150
5178,5178,0,3,-14197,8193,31744,-2197,-17693
5179,5179,0,4245,-16385,16384,-2048,26696,-16031
5180,5180,0,8197,-14189,8188,-32256,-1900,-7354
5181,5181,0,11589,-8189,-8196,-5120,-29107,-6910
5182,5182,0,14193,3,-16385,31232,325,-13323
5183,5183,0,15827,8197,-8191,11264,41329,-11577
5184,5184,0,16384,14193,8193,-28928,29141,202
5185,5185,0,15823,16384,16384,-17664,-3400,7462
5186,5186,0,14183,14183,8188,25088,10447,5679
5187,5187,0,11578,8182,-8196,22528,48409,7580
5188,5188,0,8182,-13,-16385,-20736,36148,18734
5189,5189,0,4230,-8205,-8191,-27136,-16658,25429
5190,5190,0,-13,-14197,8193,14848,-29057,18085
5191,5191,0,-4254,-16385,16384,29952,9784,8560
5192,5192,0,-8205,-14189,8188,-8192,21601,9936
5193,5193,0,-11596,-8189,-8196,-31744,-21445,14094
5194,5194,0,-14197,3,-16385,2048,-49484,6971
5195,5195,0,-15830,8197,-8191,32256,-16245,-6272
5196,5196,0,-16385,14193,8193,5120,18476,-9550
5197,5197,0,-15826,16384,16384,-31232,-2121,-3738
5198,5198,0,-14189,14183,8188,-11264,-34770,-3801
5199,5199,0,-11584,8182,-8196,28928,-16315,-12019
5200,5200,0,-8189,-13,-16385,17664,19386,-14596
5201,5201,0,-4238,-8205,-8191,-25088,5371,-7925
5202,5202,0,3,-14197,8193,-22528,-35477,-5592
5203,5203,0,4245,-16385,16384,20736,-27576,-13763
5204,5204,0,8197,-14189,8188,27136,20884,-18937
5205,5205,0,11589,-8189,-8196,-14848,30285,-11349
5206,5206,0,14193,3,-16385,-29952,-9403,-2360
5207,5207,0,15827,8197,-8191,8192,-19855,-4416
5208,5208,0,16384,14193,8193,31744,26069,-8828
5209,5209,0,15823,16384,16384,-2048,57272,-1208
5210,5210,0,14183,14183,8188,-32256,26063,13261
5211,5211,0,11578,8182,-8196,-5120,-8935,18119
5212,5212,0,8182,-13,-16385,31232,8500,13620
5213,5213,0,4230,-8205,-8191,11264,35310,14042
5214,5214,0,-13,-14197,8193,-28928,9343,21114
5215,5215,0,-4254,-16385,16384,-17664,-33992,20810
5216,5216,0,-8205,-14189,8188,25088,-26015,9710
5217,5217,0,-11596,-8189,-8196,22528,11835,1992
5218,5218,0,-14197,3,-16385,-20736,4788,4701
5219,5219,0,-15830,8197,-8191,-27136,-39029,5310
5220,5220,0,-16385,14193,8193,14848,-40916,-5111
5221,5221,0,-15826,16384,16384,29952,7607,-14702
5222,5222,0,-14189,14183,8188,-8192,26414,-10963
5223,5223,0,-11584,8182,-8196,-31744,-13243,-2990
5224,5224,0,-8189,-13,-16385,2048,-41286,-5927
5225,5225,0,-4238,-8205,-8191,32256,-10245,-15508
5226,5226,0,3,-14197,8193,5120,21867,-16131
5227,5227,0,4245,-16385,16384,-31232,72,-8648
5228,5228,0,8197,-14189,8188,-11264,-31084,-7549
5229,5229,0,11589,-8189,-8196,28928,-8115,-14377
5230,5230,0,14193,3,-16385,17664,34373,-14609
5231,5231,0,15827,8197,-8191,-25088,27761,-4190
5232,5232,0,16384,14193,8193,-22528,-7211,3274
5233,5233,0,15823,16384,16384,20736,3000,1062
5234,5234,0,14183,14183,8188,27136,48847,1679
5235,5235,0,11578,8182,-8196,-14848,50457,13680
5236,5236,0,8182,-13,-16385,-29952,-1228,24584
5237,5237,0,4230,-8205,-8191,8192,-25874,21204
5238,5238,0,-13,-14197,8193,31744,6271,12085
5239,5239,0,-4254,-16385,16384,-2048,26680,12142
5240,5240,0,-8205,-14189,8188,-32256,-10399,17294
5241,5241,0,-11596,-8189,-8196,-5120,-45509,12532
5242,5242,0,-14197,3,-16385,31232,-22860,-412
5243,5243,0,-15830,8197,-8191,11264,12939,-6076
5244,5244,0,-16385,14193,8193,-28928,-2516,-2082
5245,5245,0,-15826,16384,16384,-17664,-36169,-2451
5246,5246,0,-14189,14183,8188,25088,-21202,-11187
5247,5247,0,-11584,8182,-8196,22528,20037,-15090
5248,5248,0,-8189,-13,-16385,-20736,12986,-8195
5249,5249,0,-4238,-8205,-8191,-27136,-33029,-3925
5250,5250,0,3,-14197,8193,14848,-37525,-11692
5251,5251,0,4245,-16385,16384,29952,9800,-19612
5252,5252,0,8197,-14189,8188,-8192,30100,-14711
5253,5253,0,11589,-8189,-8196,-31744,-5043,-5348
5254,5254,0,14193,3,-16385,2048,-26299,-5941
5255,5255,0,15827,8197,-8191,32256,12145,-11774
5256,5256,0,16384,14193,8193,5120,50133,-7266
5257,5257,0,15823,16384,16384,-31232,30648,6175
5258,5258,0,14183,14183,8188,-11264,-3121,13065
5259,5259,0,11578,8182,-8196,28928,12057,10651
5260,5260,0,8182,-13,-16385,17664,42548,12333
5261,5261,0,4230,-8205,-8191,-25088,21742,21428
5262,5262,0,-13,-14197,8193,-22528,-27009,24185
5263,5263,0,-4254,-16385,16384,20736,-27592,14409
5264,5264,0,-8205,-14189,8188,27136,12385,5709
5265,5265,0,-11596,-8189,-8196,-14848,13883,8091
5266,5266,0,-14197,3,-16385,-29952,-32588,10550
5267,5267,0,-15830,8197,-8191,8192,-48245,1084
5268,5268,0,-16385,14193,8193,31744,-5588,-11113
5269,5269,0,-15826,16384,16384,-2048,24503,-11121
5270,5270,0,-14189,14183,8188,-32256,-5586,-3606
5271,5271,0,-11584,8182,-8196,-5120,-37307,-4552
5272,5272,0,-8189,-13,-16385,31232,-14662,-13310
5273,5273,0,-4238,-8205,-8191,11264,18939,-15312
5274,5274,0,3,-14197,8193,-28928,875,-8664
5275,5275,0,4245,-16385,16384,-17664,-33976,-7363
5276,5276,0,8197,-14189,8188,25088,-17516,-14937
5277,5277,0,11589,-8189,-8196,22528,28237,-17449
5278,5278,0,14193,3,-16385,-20736,27973,-8209
5279,5279,0,15827,8197,-8191,-27136,-10639,-190
5280,5280,0,16384,14193,8193,14848,-9259,-2826
5281,5281,0,15823,16384,16384,29952,40376,-4788
5282,5282,0,14183,14183,8188,-8192,58063,5904
5283,5283,0,11578,8182,-8196,-31744,15129,19681
5284,5284,0,8182,-13,-16385,2048,-18124,21003
5285,5285,0,4230,-8205,-8191,32256,6126,13846
5286,5286,0,-13,-14197,8193,5120,30335,13646
5287,5287,0,-4254,-16385,16384,-31232,56,19524
5288,5288,0,-8205,-14189,8188,-11264,-39583,17097
5289,5289,0,-11596,-8189,-8196,28928,-24517,5064
5290,5290,0,-14197,3,-16385,17664,11188,-1699
5291,5291,0,-15830,8197,-8191,-25088,-629,1310
5292,5292,0,-16385,14193,8193,-22528,-38868,989
5293,5293,0,-15826,16384,16384,20736,-29769,-8852
5294,5294,0,-14189,14183,8188,27136,17198,-15188
5295,5295,0,-11584,8182,-8196,-14848,22085,-8990
5296,5296,0,-8189,-13,-16385,-29952,-24390,-2345
5297,5297,0,-4238,-8205,-8191,8192,-42245,-8150
5298,5298,0,3,-14197,8193,31744,-2197,-17693
5299,5299,0,4245,-16385,16384,-2048,26696,-16031
5300,5300,0,8197,-14189,8188,-32256,-1900,-7354
5301,5301,0,11589,-8189,-8196,-5120,-29107,-6910
5302,5302,0,14193,3,-16385,31232,325,-13323
5303,5303,0,15827,8197,-8191,11264,41329,-11577
5304,5304,0,16384,14193,8193,-28928,29141,202
5305,5305,0,15823,16384,16384,-17664,-3400,7462
5306,5306,0,14183,14183,8188,25088,10447,5679
5307,5307,0,11578,8182,-8196,22528,48409,7580
5308,5308,0,8182,-13,-16385,-20736,36148,18734
5309,5309,0,4230,-8205,-8191,-27136,-16658,25429
5310,5310,0,-13,-14197,8193,14848,-29057,18085
5311,5311,0,-4254,-16385,16384,29952,9784,8560
5312,5312,0,-8205,-14189,8188,-8192,21601,9936
5313,5313,0,-11596,-8189,-8196,-31744,-21445,14094
5314,5314,0,-14197,3,-16385,2048,-49484,6971
5315,5315,0,-15830,8197,-8191,32256,-16245,-6272
5316,5316,0,-16385,14193,8193,5120,18476,-9550
5317,5317,0,-15826,16384,16384,-31232,-2121,-3738
5318,5318,0,-14189,14183,8188,-11264,-34770,-3801
5319,5319,0,-11584,8182,-8196,28928,-16315,-12019
5320,5320,0,-8189,-13,-16385,17664,19386,-14596
5321,5321,0,-4238,-8205,-8191,-25088,5371,-7925
5322,5322,0,3,-14197,8193,-22528,-35477,-5592
5323,5323,0,4245,-16385,16384,20736,-27576,-13763
5324,5324,0,8197,-14189,8188,27136,20884,-18937
5325,5325,0,11589,-8189,-8196,-14848,30285,-11349
5326,5326,0,14193,3,-16385,-29952,-9403,-2360
5327,5327,0,15827,8197,-8191,8192,-19855,-4416
5328,5328,0,16384,14193,8193,31744,26069,-8828
5329,5329,0,15823,16384,16384,-2048,57272,-1208
5330,5330,0,14183,14183,8188,-32256,26063,13261
5331,5331,0,11578,8182,-8196,-5120,-8935,18119
5332,5332,0,8182,-13,-16385,31232,8500,13620
5333,5333,0,4230,-8205,-8191,11264,35310,14042
5334,5334,0,-13,-14197,8193,-28928,9343,21114
5335,5335,0,-4254,-16385,16384,-17664,-33992,20810
5336,5336,0,-8205,-14189,8188,25088,-26015,9710
5337,5337,0,-11596,-8189,-8196,22528,11835,1992
5338,5338,0,-14197,3,-16385,-20736,4788,4701
5339,5339,0,-15830,8197,-8191,-27136,-39029,5310
5340,5340,0,-16385,14193,8193,14848,-40916,-5111
5341,5341,0,-15826,16384,16384,29952,7607,-14702
5342,5342,0,-14189,14183,8188,-8192,26414,-10963
5343,5343,0,-11584,8182,-8196,-31744,-13243,-2990
5344,5344,0,-8189,-13,-16385,2048,-41286,-5927
5345,5345,0,-4238,-8205,-8191,32256,-10245,-15508
5346,5346,0,3,-14197,8193,5120,21867,-16131
5347,5347,0,4245,-16385,16384,-31232,72,-8648
5348,5348,0,8197,-14189,8188,-11264,-31084,-7549
5349,5349,0,11589,-8189,-8196,28928,-8115,-14377
5350,5350,0,14193,3,-16385,17664,34373,-14609
5351,5351,0,15827,8197,-8191,-25088,27761,-4190
5352,5352,0,16384,14193,8193,-22528,-7211,3274
5353,5353,0,15823,16384,16384,20736,3000,1062
5354,5354,0,14183,14183,8188,27136,48847,1679
5355,5355,0,11578,8182,-8196,-14848,50457,13680
5356,5356,0,8182,-13,-16385,-29952,-1228,24584
5357,5357,0,4230,-8205,-8191,8192,-25874,21204
5358,5358,0,-13,-14197,8193,31744,6271,12085
5359,5359,0,-4254,-16385,16384,-2048,26680,12142
5360,5360,0,-8205,-14189,8188,-32256,-10399,17294
5361,5361,0,-11596,-8189,-8196,-5120,-45509,12532
5362,5362,0,-14197,3,-16385,31232,-22860,-412
5363,5363,0,-15830,8197,-8191,11264,12939,-6076
5364,5364,0,-16385,14193,8193,-28928,-2516,-2082
5365,5365,0,-15826,16384,16384,-17664,-36169,-2451
5366,5366,0,-14189,14183,8188,25088,-21202,-11187
5367,5367,0,-11584,8182,-8196,22528,20037,-15090
5368,5368,0,-8189,-13,-16385,-20736,12986,-8195
5369,5369,0,-4238,-8205,-8191,-27136,-33029,-3925
5370,5370,0,3,-14197,8193,14848,-37525,-11692
5371,5371,0,4245,-16385,16384,29952,9800,-19612
5372,5372,0,8197,-14189,8188,-8192,30100,-14711
5373,5373,0,11589,-8189,-8196,-31744,-5043,-5348
5374,5374,0,14193,3,-16385,2048,-26299,-5941
5375,5375,0,15827,8197,-8191,32256,12145,-11774
5376,5376,0,16384,14193,8193,5120,50133,-7266
5377,5377,0,15823,16384,16384,-31232,30648,6175
5378,5378,0,14183,14183,8188,-11264,-3121,13065
5379,5379,0,11578,8182,-8196,28928,12057,10651
5380,5380,0,8182,-13,-16385,17664,42548,12333
5381,5381,0,4230,-8205,-8191,-25088,21742,21428
5382,5382,0,-13,-14197,8193,-22528,-27009,24185
5383,5383,0,-4254,-16385,16384,20736,-27592,14409
5384,5384,0,-8205,-14189,8188,27136,12385,5709
5385,5385,0,-11596,-8189,-8196,-14848,13883,8091
5386,5386,0,-14197,3,-16385,-29952,-32588,10550
5387,5387,0,-15830,8197,-8191,8192,-48245,1084
5388,5388,0,-16385,14193,8193,31744,-5588,-11113
5389,5389,0,-15826,16384,16384,-2048,24503,-11121
5390,5390,0,-14189,14183,8188,-32256,-5586,-3606
5391,5391,0,-11584,8182,-8196,-5120,-37307,-4552
5392,5392,0,-8189,-13,-16385,31232,-14662,-13310
5393,5393,0,-4238,-8205,-8191,11264,18939,-15312
5394,5394,0,3,-14197,8193,-28928,875,-8664
5395,5395,0,4245,-16385,16384,-17664,-33976,-7363
5396,5396,0,8197,-14189,8188,25088,-17516,-14937
5397,5397,0,11589,-8189,-8196,22528,28237,-17449
5398,5398,0,14193,3,-16385,-20736,27973,-8209
5399,5399,0,15827,8197,-8191,-27136,-10639,-190
5400,5400,0,16384,14193,8193,14848,-9259,-2826
5401,5401,0,15823,16384,16384,29952,40376,-4788
5402,5402,0,14183,14183,8188,-8192,58063,5904
5403,5403,0,11578,8182,-8196,-31744,15129,19681
5404,5404,0,8182,-13,-16385,2048,-18124,21003
5405,5405,0,4230,-8205,-8191,32256,6126,13846
5406,5406,0,-13,-14197,8193,5120,30335,13646
5407,5407,0,-4254,-16385,16384,-31232,56,19524
5408,5408,0,-8205,-14189,8188,-11264,-39583,17097
5409,5409,0,-11596,-8189,-8196,28928,-24517,5064
5410,5410,0,-14197,3,-16385,17664,11188,-1699
5411,5411,0,-15830,8197,-8191,-25088,-629,1310
